serial_number,model,duration,event_observed,smart_5_raw,smart_9_raw,smart_187_raw,smart_188_raw,smart_194_raw,smart_197_raw,smart_198_raw
ZL2L8GLV,ST16000NM001G,90,0,0.0,38483.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GLY,ST16000NM001G,90,0,0.0,38487.0,0.0,0.0,46.0,0.0,0.0
ZL2L8GM1,ST16000NM001G,90,0,0.0,38506.0,0.0,0.0,34.0,0.0,0.0
ZL2L8GM7,ST16000NM001G,90,0,0.0,39578.0,0.0,0.0,21.0,0.0,0.0
ZL2L8GM8,ST16000NM001G,90,0,0.0,38508.0,0.0,0.0,34.0,0.0,0.0
ZL2L8GMP,ST16000NM001G,90,0,0.0,39578.0,0.0,0.0,26.0,0.0,0.0
ZL2L8GMS,ST16000NM001G,90,0,0.0,17277.0,0.0,0.0,33.0,0.0,0.0
ZL2L8GMX,ST16000NM001G,90,0,0.0,38474.0,0.0,0.0,42.0,0.0,0.0
ZL2L8GN5,ST16000NM001G,90,0,0.0,17276.0,0.0,0.0,39.0,0.0,0.0
ZL2L8GN6,ST16000NM001G,90,0,0.0,17338.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GNC,ST16000NM001G,90,0,0.0,39567.0,0.0,0.0,23.0,0.0,0.0
ZL2L8GNM,ST16000NM001G,90,0,0.0,17295.0,0.0,0.0,34.0,0.0,0.0
ZL2L8GNP,ST16000NM001G,90,0,0.0,38507.0,0.0,0.0,43.0,0.0,0.0
ZL2L8GNS,ST16000NM001G,90,0,0.0,17278.0,0.0,0.0,33.0,0.0,0.0
ZL2L8GNX,ST16000NM001G,90,0,0.0,19104.0,0.0,0.0,24.0,0.0,0.0
ZL2L8GNY,ST16000NM001G,90,0,0.0,38482.0,0.0,0.0,37.0,0.0,0.0
ZL2L8GP0,ST16000NM001G,90,0,0.0,39504.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GP1,ST16000NM001G,90,0,0.0,17306.0,0.0,0.0,35.0,0.0,0.0
ZL2L8GP4,ST16000NM001G,90,0,0.0,38511.0,0.0,0.0,36.0,0.0,0.0
ZL2L8GP6,ST16000NM001G,90,0,0.0,25110.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GP7,ST16000NM001G,90,0,0.0,17348.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GPB,ST16000NM001G,90,0,0.0,38502.0,0.0,90.0,30.0,0.0,0.0
ZL2L8GPD,ST16000NM001G,90,0,0.0,38481.0,0.0,0.0,32.0,0.0,0.0
ZL2L8GPE,ST16000NM001G,90,0,0.0,38503.0,0.0,0.0,37.0,0.0,0.0
ZL2L8GPF,ST16000NM001G,90,0,0.0,39514.0,0.0,0.0,20.0,0.0,0.0
ZL2L8GPG,ST16000NM001G,90,0,0.0,39569.0,0.0,0.0,24.0,0.0,0.0
ZL2L8GPH,ST16000NM001G,90,0,0.0,38643.0,0.0,0.0,44.0,0.0,0.0
ZL2L8GPR,ST16000NM001G,90,0,0.0,38489.0,5.0,0.0,42.0,16.0,16.0
ZL2L8GPS,ST16000NM001G,90,0,0.0,17338.0,0.0,0.0,27.0,0.0,0.0
ZL2L8GPT,ST16000NM001G,90,0,0.0,38282.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GPV,ST16000NM001G,90,0,0.0,39569.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GQ0,ST16000NM001G,90,0,0.0,38487.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GQ2,ST16000NM001G,90,0,0.0,39536.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GQ5,ST16000NM001G,90,0,0.0,38279.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GQ8,ST16000NM001G,90,0,0.0,39581.0,0.0,0.0,20.0,0.0,0.0
ZL2L8GQ9,ST16000NM001G,90,0,0.0,17786.0,0.0,0.0,38.0,0.0,0.0
ZL2L8GQA,ST16000NM001G,90,0,0.0,19105.0,0.0,0.0,20.0,0.0,0.0
ZL2L8GQB,ST16000NM001G,90,0,0.0,39575.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GQC,ST16000NM001G,90,0,0.0,17351.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GQF,ST16000NM001G,90,0,0.0,17276.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GQH,ST16000NM001G,90,0,0.0,38503.0,0.0,0.0,37.0,0.0,0.0
ZL2L8GQJ,ST16000NM001G,90,0,0.0,38508.0,0.0,0.0,38.0,0.0,0.0
ZL2L8GQP,ST16000NM001G,90,0,0.0,38490.0,0.0,0.0,35.0,0.0,0.0
ZL2L8GQR,ST16000NM001G,90,0,0.0,39572.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GQS,ST16000NM001G,90,0,0.0,38494.0,0.0,0.0,35.0,0.0,0.0
ZL2L8GQT,ST16000NM001G,90,0,0.0,38490.0,0.0,0.0,36.0,0.0,0.0
ZL2L8GQV,ST16000NM001G,90,0,0.0,17340.0,0.0,0.0,26.0,0.0,0.0
ZL2L8GQX,ST16000NM001G,90,0,0.0,39505.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GQZ,ST16000NM001G,90,0,0.0,17344.0,0.0,0.0,22.0,0.0,0.0
ZL2L8GR0,ST16000NM001G,90,0,0.0,39581.0,0.0,0.0,20.0,0.0,0.0
ZL2L8GR3,ST16000NM001G,90,0,0.0,19057.0,0.0,0.0,32.0,0.0,0.0
ZL2L8GR7,ST16000NM001G,90,0,0.0,38170.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GR9,ST16000NM001G,90,0,0.0,17775.0,0.0,0.0,27.0,0.0,0.0
ZL2L8GRB,ST16000NM001G,90,0,0.0,39571.0,0.0,0.0,27.0,0.0,0.0
ZL2L8GRC,ST16000NM001G,90,0,0.0,17340.0,0.0,0.0,22.0,0.0,0.0
ZL2L8GRD,ST16000NM001G,90,0,0.0,38648.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GRE,ST16000NM001G,90,0,0.0,39673.0,0.0,0.0,23.0,0.0,0.0
ZL2L8GRN,ST16000NM001G,90,0,0.0,38481.0,0.0,0.0,35.0,0.0,0.0
ZL2L8GRQ,ST16000NM001G,90,0,0.0,38492.0,1.0,0.0,39.0,0.0,0.0
ZL2L8GRR,ST16000NM001G,90,0,0.0,39505.0,0.0,0.0,24.0,0.0,0.0
ZL2L8GRT,ST16000NM001G,90,0,0.0,38288.0,0.0,0.0,39.0,0.0,0.0
ZL2L8GRY,ST16000NM001G,90,0,0.0,38491.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GRZ,ST16000NM001G,90,0,0.0,38500.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GS0,ST16000NM001G,90,0,0.0,38281.0,0.0,0.0,31.0,0.0,0.0
ZL2L8GS1,ST16000NM001G,90,0,0.0,39579.0,0.0,0.0,20.0,0.0,0.0
ZL2L8GS2,ST16000NM001G,90,0,0.0,17350.0,0.0,0.0,26.0,0.0,0.0
ZL2L8GS3,ST16000NM001G,90,0,0.0,38436.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GS6,ST16000NM001G,90,0,0.0,17787.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GS7,ST16000NM001G,90,0,0.0,17343.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GS9,ST16000NM001G,90,0,0.0,17779.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GSA,ST16000NM001G,90,0,0.0,39567.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GSC,ST16000NM001G,90,0,0.0,19046.0,0.0,0.0,36.0,0.0,0.0
ZL2L8GSD,ST16000NM001G,90,0,0.0,17347.0,0.0,0.0,23.0,0.0,0.0
ZL2L8GSG,ST16000NM001G,90,0,0.0,17781.0,0.0,0.0,36.0,0.0,0.0
ZL2L8GSK,ST16000NM001G,90,0,0.0,38512.0,0.0,0.0,42.0,0.0,0.0
ZL2L8GSN,ST16000NM001G,90,0,0.0,39501.0,0.0,0.0,25.0,0.0,0.0
ZL2L8GSP,ST16000NM001G,90,0,0.0,17778.0,0.0,0.0,40.0,0.0,0.0
ZL2L8GSR,ST16000NM001G,90,0,0.0,17369.0,0.0,0.0,26.0,0.0,0.0
ZL2L8GSS,ST16000NM001G,90,0,0.0,38491.0,0.0,0.0,34.0,0.0,0.0
ZL2L8GST,ST16000NM001G,90,0,0.0,17306.0,0.0,0.0,34.0,0.0,0.0
ZL2L8GSX,ST16000NM001G,90,0,0.0,25876.0,0.0,0.0,25.0,0.0,0.0
ZL2L8GSY,ST16000NM001G,90,0,0.0,17344.0,0.0,0.0,22.0,0.0,0.0
ZL2L8GT2,ST16000NM001G,90,0,0.0,17785.0,0.0,0.0,43.0,0.0,0.0
ZL2L8GT3,ST16000NM001G,90,0,0.0,17308.0,0.0,0.0,36.0,0.0,0.0
ZL2L8GT4,ST16000NM001G,90,0,0.0,38509.0,0.0,0.0,41.0,0.0,0.0
ZL2L8GT9,ST16000NM001G,90,0,0.0,38741.0,0.0,0.0,33.0,0.0,0.0
ZL2L8GTC,ST16000NM001G,90,0,0.0,38638.0,0.0,0.0,39.0,0.0,0.0
ZL2L8GTD,ST16000NM001G,90,0,0.0,12791.0,0.0,0.0,36.0,0.0,0.0
ZL2L8GTK,ST16000NM001G,90,0,0.0,17339.0,0.0,0.0,27.0,0.0,0.0
ZL2L8GTP,ST16000NM001G,90,0,0.0,17379.0,0.0,0.0,26.0,0.0,0.0
ZL2L8GTT,ST16000NM001G,90,0,0.0,17338.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GTY,ST16000NM001G,90,0,0.0,38487.0,0.0,0.0,38.0,0.0,0.0
ZL2L8GTZ,ST16000NM001G,90,0,0.0,17311.0,0.0,0.0,27.0,0.0,0.0
ZL2L8GV0,ST16000NM001G,90,0,0.0,17302.0,0.0,0.0,34.0,0.0,0.0
ZL2L8GV1,ST16000NM001G,90,0,0.0,38492.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GV2,ST16000NM001G,90,0,0.0,17278.0,0.0,0.0,31.0,0.0,0.0
ZL2L8GV4,ST16000NM001G,90,0,0.0,17338.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GV8,ST16000NM001G,90,0,0.0,39659.0,0.0,0.0,23.0,0.0,0.0
ZL2L8GVE,ST16000NM001G,90,0,0.0,39745.0,0.0,0.0,31.0,0.0,0.0
ZL2L8GVM,ST16000NM001G,90,0,0.0,38496.0,0.0,0.0,41.0,0.0,0.0
ZL2L8GVR,ST16000NM001G,90,0,0.0,39568.0,0.0,0.0,26.0,0.0,0.0
ZL2L8GVT,ST16000NM001G,90,0,0.0,38493.0,0.0,0.0,40.0,0.0,0.0
ZL2L8GVV,ST16000NM001G,90,0,0.0,38166.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GVW,ST16000NM001G,90,0,0.0,17792.0,0.0,0.0,44.0,0.0,0.0
ZL2L8GVX,ST16000NM001G,90,0,0.0,17788.0,0.0,0.0,43.0,0.0,0.0
ZL2L8GVY,ST16000NM001G,90,0,0.0,39573.0,0.0,0.0,25.0,0.0,0.0
ZL2L8GVZ,ST16000NM001G,90,0,0.0,38489.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GW0,ST16000NM001G,90,0,0.0,38167.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GW2,ST16000NM001G,90,0,0.0,38507.0,0.0,0.0,43.0,0.0,0.0
ZL2L8GW4,ST16000NM001G,90,0,0.0,17780.0,0.0,0.0,36.0,0.0,0.0
ZL2L8GW6,ST16000NM001G,90,0,0.0,38484.0,0.0,0.0,36.0,0.0,0.0
ZL2L8GWA,ST16000NM001G,90,0,0.0,38503.0,0.0,0.0,46.0,0.0,0.0
ZL2L8GWG,ST16000NM001G,90,0,0.0,17784.0,0.0,0.0,39.0,0.0,0.0
ZL2L8GWJ,ST16000NM001G,90,0,0.0,38510.0,0.0,0.0,44.0,0.0,0.0
ZL2L8GWL,ST16000NM001G,90,0,0.0,39575.0,0.0,0.0,31.0,0.0,0.0
ZL2L8GWQ,ST16000NM001G,90,0,0.0,17295.0,3.0,0.0,35.0,0.0,0.0
ZL2L8GWR,ST16000NM001G,90,0,0.0,3584.0,0.0,0.0,34.0,0.0,0.0
ZL2L8GWS,ST16000NM001G,90,0,0.0,17783.0,0.0,0.0,43.0,0.0,0.0
ZL2L8GWW,ST16000NM001G,90,0,0.0,19103.0,0.0,0.0,24.0,0.0,0.0
ZL2L8GWZ,ST16000NM001G,90,0,0.0,17313.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GX0,ST16000NM001G,90,0,0.0,17780.0,0.0,0.0,41.0,0.0,0.0
ZL2L8GX1,ST16000NM001G,90,0,0.0,39566.0,0.0,0.0,23.0,0.0,0.0
ZL2L8GX4,ST16000NM001G,90,0,0.0,38472.0,0.0,0.0,49.0,0.0,0.0
ZL2L8GX7,ST16000NM001G,90,0,0.0,17304.0,0.0,0.0,34.0,0.0,0.0
ZL2L8GXA,ST16000NM001G,90,0,0.0,39570.0,0.0,0.0,25.0,0.0,0.0
ZL2L8GXF,ST16000NM001G,90,0,0.0,17780.0,0.0,0.0,37.0,0.0,0.0
ZL2L8GXH,ST16000NM001G,90,0,0.0,17339.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GXJ,ST16000NM001G,90,0,0.0,39579.0,0.0,0.0,26.0,0.0,0.0
ZL2L8GXL,ST16000NM001G,90,0,0.0,38515.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GXR,ST16000NM001G,90,0,0.0,17374.0,0.0,0.0,21.0,0.0,0.0
ZL2L8GXS,ST16000NM001G,90,0,0.0,38277.0,0.0,0.0,37.0,0.0,0.0
ZL2L8GXV,ST16000NM001G,90,0,0.0,17353.0,0.0,0.0,27.0,0.0,0.0
ZL2L8GY0,ST16000NM001G,90,0,0.0,17345.0,0.0,0.0,22.0,0.0,0.0
ZL2L8GY7,ST16000NM001G,90,0,0.0,38506.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GY8,ST16000NM001G,90,0,0.0,17278.0,0.0,0.0,32.0,0.0,0.0
ZL2L8GYB,ST16000NM001G,90,0,0.0,38514.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GYG,ST16000NM001G,90,0,0.0,17341.0,0.0,0.0,29.0,0.0,0.0
ZL2L8GYH,ST16000NM001G,90,0,0.0,38489.0,0.0,0.0,41.0,0.0,0.0
ZL2L8GYJ,ST16000NM001G,90,0,0.0,12932.0,0.0,0.0,27.0,0.0,0.0
ZL2L8GYL,ST16000NM001G,90,0,0.0,17278.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GYN,ST16000NM001G,90,0,0.0,39576.0,0.0,0.0,31.0,0.0,0.0
ZL2L8GYS,ST16000NM001G,90,0,0.0,17276.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GYY,ST16000NM001G,90,0,0.0,38285.0,0.0,0.0,41.0,0.0,0.0
ZL2L8GZ0,ST16000NM001G,90,0,0.0,38493.0,0.0,34130.0,41.0,0.0,0.0
ZL2L8GZ2,ST16000NM001G,90,0,0.0,38492.0,0.0,0.0,30.0,0.0,0.0
ZL2L8GZ4,ST16000NM001G,90,0,0.0,17275.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GZ6,ST16000NM001G,90,0,0.0,17282.0,0.0,0.0,33.0,0.0,0.0
ZL2L8GZ7,ST16000NM001G,90,0,0.0,17310.0,0.0,0.0,27.0,0.0,0.0
ZL2L8GZ9,ST16000NM001G,90,0,0.0,17348.0,0.0,0.0,23.0,0.0,0.0
ZL2L8GZB,ST16000NM001G,90,0,0.0,17312.0,0.0,0.0,27.0,0.0,0.0
ZL2L8GZC,ST16000NM001G,90,0,0.0,38485.0,0.0,0.0,33.0,0.0,0.0
ZL2L8GZN,ST16000NM001G,90,0,0.0,39584.0,0.0,0.0,28.0,0.0,0.0
ZL2L8GZW,ST16000NM001G,90,0,0.0,17775.0,0.0,0.0,31.0,0.0,0.0
ZL2L8GZY,ST16000NM001G,90,0,0.0,38284.0,0.0,0.0,33.0,0.0,0.0
ZL2L8H01,ST16000NM001G,90,0,0.0,17273.0,0.0,0.0,27.0,0.0,0.0
ZL2L8H02,ST16000NM001G,90,0,0.0,38508.0,0.0,0.0,40.0,0.0,0.0
ZL2L8H05,ST16000NM001G,90,0,0.0,38508.0,0.0,0.0,40.0,0.0,0.0
ZL2L8H06,ST16000NM001G,90,0,0.0,17350.0,0.0,0.0,26.0,0.0,0.0
ZL2L8H0A,ST16000NM001G,90,0,0.0,17344.0,0.0,0.0,21.0,0.0,0.0
ZL2L8H0C,ST16000NM001G,90,0,0.0,17783.0,0.0,0.0,39.0,0.0,0.0
ZL2L8H0F,ST16000NM001G,90,0,0.0,17282.0,0.0,0.0,34.0,0.0,0.0
ZL2L8H0H,ST16000NM001G,90,0,0.0,39568.0,0.0,0.0,28.0,0.0,0.0
ZL2L8H0J,ST16000NM001G,90,0,0.0,17793.0,0.0,0.0,39.0,0.0,0.0
ZL2L8H0L,ST16000NM001G,90,0,0.0,17790.0,0.0,0.0,34.0,0.0,0.0
ZL2L8H0N,ST16000NM001G,90,0,0.0,17351.0,0.0,0.0,25.0,0.0,0.0
ZL2L8H0V,ST16000NM001G,90,0,0.0,17342.0,0.0,0.0,21.0,0.0,0.0
ZL2L8H0W,ST16000NM001G,90,0,0.0,39671.0,0.0,0.0,28.0,0.0,0.0
ZL2L8H0Z,ST16000NM001G,90,0,0.0,17775.0,0.0,0.0,31.0,0.0,0.0
ZL2L8H11,ST16000NM001G,90,0,0.0,39503.0,0.0,0.0,24.0,0.0,0.0
ZL2L8H12,ST16000NM001G,90,0,0.0,25873.0,0.0,0.0,20.0,0.0,0.0
ZL2L8H13,ST16000NM001G,90,0,0.0,38512.0,0.0,0.0,32.0,0.0,0.0
ZL2L8H15,ST16000NM001G,90,0,0.0,17274.0,0.0,0.0,27.0,0.0,0.0
ZL2L8H16,ST16000NM001G,90,0,0.0,39674.0,0.0,0.0,27.0,0.0,0.0
ZL2L8H17,ST16000NM001G,90,0,0.0,39575.0,0.0,0.0,30.0,0.0,0.0
ZL2L8H18,ST16000NM001G,90,0,0.0,38488.0,0.0,0.0,40.0,0.0,0.0
ZL2L8H1C,ST16000NM001G,90,0,0.0,38486.0,0.0,0.0,34.0,0.0,0.0
ZL2L8H1D,ST16000NM001G,90,0,0.0,38498.0,0.0,33501.0,46.0,0.0,0.0
ZL2L8H1J,ST16000NM001G,90,0,0.0,39664.0,0.0,0.0,31.0,0.0,0.0
ZL2L8H1K,ST16000NM001G,90,0,0.0,17349.0,0.0,0.0,25.0,0.0,0.0
ZL2L8H1L,ST16000NM001G,90,0,0.0,39504.0,0.0,0.0,27.0,0.0,0.0
ZL2L8H1P,ST16000NM001G,90,0,0.0,17773.0,0.0,0.0,28.0,0.0,0.0
ZL2L8H1S,ST16000NM001G,90,0,0.0,38496.0,0.0,0.0,33.0,0.0,0.0
ZL2L8H25,ST16000NM001G,90,0,0.0,39565.0,0.0,0.0,21.0,0.0,0.0
ZL2L8H27,ST16000NM001G,90,0,0.0,38276.0,0.0,0.0,34.0,0.0,0.0
ZL2L8H28,ST16000NM001G,90,0,0.0,19055.0,0.0,0.0,33.0,0.0,0.0
ZL2L8H2B,ST16000NM001G,90,0,0.0,17783.0,0.0,0.0,29.0,0.0,0.0
ZL2L8H2D,ST16000NM001G,90,0,0.0,17283.0,0.0,0.0,34.0,0.0,0.0
ZL2L8H2F,ST16000NM001G,90,0,0.0,17785.0,0.0,0.0,40.0,0.0,0.0
ZL2L8H2L,ST16000NM001G,90,0,0.0,17306.0,0.0,0.0,35.0,0.0,0.0
ZL2L8H2S,ST16000NM001G,90,0,0.0,39663.0,0.0,0.0,27.0,0.0,0.0
ZL2L8H2V,ST16000NM001G,90,0,0.0,17301.0,0.0,0.0,32.0,0.0,0.0
ZL2L8H2W,ST16000NM001G,90,0,0.0,17278.0,0.0,0.0,39.0,0.0,0.0
ZL2L8H30,ST16000NM001G,90,0,0.0,17782.0,0.0,0.0,29.0,0.0,0.0
ZL2L8H33,ST16000NM001G,90,0,0.0,39571.0,0.0,0.0,28.0,0.0,0.0
ZL2L8H35,ST16000NM001G,90,0,0.0,39662.0,0.0,0.0,30.0,0.0,0.0
ZL2L8H36,ST16000NM001G,90,0,0.0,17279.0,0.0,0.0,33.0,0.0,0.0
ZL2L8H3B,ST16000NM001G,30,0,0.0,750.0,0.0,2.0,35.0,0.0,0.0
ZL2L8H3F,ST16000NM001G,90,0,0.0,39581.0,0.0,0.0,26.0,0.0,0.0
ZL2L8H3G,ST16000NM001G,90,0,0.0,17339.0,0.0,0.0,28.0,0.0,0.0
ZL2L8H3H,ST16000NM001G,90,0,0.0,17781.0,0.0,0.0,40.0,0.0,0.0
ZL2L8H3M,ST16000NM001G,90,0,0.0,38501.0,0.0,0.0,29.0,0.0,0.0
ZL2L8H3P,ST16000NM001G,90,0,0.0,19126.0,0.0,0.0,29.0,0.0,0.0
ZL2L8H3R,ST16000NM001G,90,0,0.0,38286.0,0.0,0.0,37.0,0.0,0.0
ZL2L8H3S,ST16000NM001G,90,0,0.0,19054.0,0.0,0.0,31.0,0.0,0.0
ZL2L8H3V,ST16000NM001G,90,0,0.0,17339.0,0.0,0.0,21.0,0.0,0.0
ZL2L8H3W,ST16000NM001G,90,0,0.0,38470.0,0.0,0.0,29.0,0.0,0.0
ZL2L8H3Y,ST16000NM001G,90,0,0.0,17780.0,0.0,0.0,37.0,0.0,0.0
ZL2L8H3Z,ST16000NM001G,90,0,0.0,17279.0,0.0,0.0,33.0,0.0,0.0
ZL2L8H40,ST16000NM001G,90,0,0.0,17784.0,0.0,0.0,29.0,0.0,0.0
ZL2L8H47,ST16000NM001G,90,0,0.0,38490.0,0.0,0.0,45.0,0.0,0.0
ZL2L8H48,ST16000NM001G,90,0,0.0,39578.0,0.0,0.0,22.0,0.0,0.0
ZL2L8H4J,ST16000NM001G,90,0,0.0,27792.0,0.0,0.0,36.0,0.0,0.0
ZL2L8H4L,ST16000NM001G,90,0,0.0,17339.0,0.0,0.0,28.0,0.0,0.0
ZL2L8H4N,ST16000NM001G,90,0,0.0,5763.0,0.0,0.0,30.0,0.0,0.0
ZL2L8H4X,ST16000NM001G,90,0,0.0,17342.0,0.0,0.0,21.0,0.0,0.0
ZL2L8H53,ST16000NM001G,90,0,0.0,39572.0,0.0,0.0,27.0,0.0,0.0
ZL2L8H57,ST16000NM001G,90,0,0.0,19126.0,0.0,0.0,29.0,0.0,0.0
ZL2L8H5E,ST16000NM001G,90,0,0.0,39571.0,0.0,0.0,27.0,0.0,0.0
ZL2L8H5F,ST16000NM001G,90,0,0.0,17352.0,0.0,0.0,26.0,0.0,0.0
ZL2L8H5G,ST16000NM001G,90,0,0.0,39584.0,0.0,0.0,29.0,0.0,0.0
ZL2L8H5R,ST16000NM001G,90,0,0.0,39584.0,0.0,0.0,20.0,0.0,0.0
ZL2L8H5Z,ST16000NM001G,90,0,0.0,39574.0,0.0,0.0,30.0,0.0,0.0
ZL2L8H6F,ST16000NM001G,90,0,0.0,34516.0,0.0,0.0,36.0,0.0,0.0
ZL2L8H6N,ST16000NM001G,90,0,0.0,39508.0,0.0,0.0,24.0,0.0,0.0
ZL2L8H6R,ST16000NM001G,90,0,0.0,39580.0,0.0,0.0,23.0,0.0,0.0
ZL2L8H70,ST16000NM001G,90,0,0.0,19061.0,0.0,0.0,34.0,0.0,0.0
ZL2L8H72,ST16000NM001G,90,0,0.0,39735.0,0.0,0.0,23.0,0.0,0.0
ZL2L8H76,ST16000NM001G,90,0,0.0,39658.0,0.0,0.0,24.0,0.0,0.0
ZL2L8H77,ST16000NM001G,90,0,0.0,39669.0,0.0,0.0,20.0,0.0,0.0
ZL2L8H79,ST16000NM001G,90,0,0.0,39580.0,0.0,0.0,26.0,0.0,0.0
ZL2L8H7D,ST16000NM001G,90,0,0.0,17308.0,0.0,0.0,26.0,0.0,0.0
ZL2L8H7P,ST16000NM001G,90,0,0.0,39573.0,0.0,0.0,32.0,0.0,0.0
ZL2L8H7Y,ST16000NM001G,90,0,0.0,17284.0,0.0,0.0,27.0,0.0,0.0
ZL2L8H80,ST16000NM001G,90,0,0.0,19113.0,0.0,0.0,24.0,0.0,0.0
ZL2L8H85,ST16000NM001G,90,0,0.0,39572.0,0.0,0.0,29.0,0.0,0.0
ZL2L8H86,ST16000NM001G,90,0,0.0,19102.0,0.0,0.0,18.0,0.0,0.0
ZL2L8H8B,ST16000NM001G,90,0,0.0,39583.0,0.0,0.0,28.0,0.0,0.0
ZL2L8H8J,ST16000NM001G,90,0,0.0,39736.0,0.0,0.0,23.0,0.0,0.0
ZL2L8H8K,ST16000NM001G,90,0,0.0,39569.0,0.0,0.0,29.0,0.0,0.0
ZL2L8H8M,ST16000NM001G,90,0,0.0,17268.0,0.0,0.0,35.0,0.0,0.0
ZL2L8H91,ST16000NM001G,90,0,0.0,39665.0,0.0,0.0,27.0,0.0,0.0
ZL2L8H99,ST16000NM001G,90,0,0.0,17311.0,0.0,0.0,26.0,0.0,0.0
ZL2L8H9H,ST16000NM001G,90,0,0.0,39578.0,0.0,0.0,30.0,0.0,0.0
ZL2L8H9K,ST16000NM001G,90,0,0.0,17301.0,0.0,4295032833.0,28.0,0.0,0.0
ZL2L8H9L,ST16000NM001G,90,0,0.0,39516.0,0.0,0.0,20.0,0.0,0.0
ZL2L8H9Q,ST16000NM001G,90,0,0.0,39575.0,0.0,0.0,31.0,0.0,0.0
ZL2L8H9T,ST16000NM001G,90,0,0.0,39581.0,0.0,0.0,28.0,0.0,0.0
ZL2L8H9W,ST16000NM001G,90,0,0.0,39573.0,0.0,0.0,31.0,0.0,0.0
ZL2L8H9X,ST16000NM001G,90,0,0.0,39576.0,0.0,0.0,32.0,0.0,0.0
ZL2L8H9Y,ST16000NM001G,90,0,0.0,19107.0,0.0,0.0,20.0,0.0,0.0
ZL2L8HA0,ST16000NM001G,90,0,0.0,39734.0,0.0,0.0,23.0,0.0,0.0
ZL2L8HA2,ST16000NM001G,90,0,0.0,18880.0,0.0,0.0,32.0,0.0,0.0
ZL2L8HA8,ST16000NM001G,90,0,0.0,39577.0,0.0,0.0,21.0,0.0,0.0
ZL2L8HAA,ST16000NM001G,90,0,0.0,19056.0,0.0,0.0,30.0,0.0,0.0
ZL2L8HAC,ST16000NM001G,90,0,0.0,38483.0,0.0,0.0,33.0,0.0,0.0
ZL2L8HAD,ST16000NM001G,90,0,0.0,3688.0,0.0,0.0,37.0,0.0,0.0
ZL2L8HAE,ST16000NM001G,90,0,0.0,39660.0,0.0,0.0,28.0,0.0,0.0
ZL2L8HAF,ST16000NM001G,90,0,0.0,39739.0,0.0,0.0,27.0,0.0,0.0
ZL2L8HAK,ST16000NM001G,90,0,0.0,17271.0,0.0,0.0,29.0,0.0,0.0
ZL2L8HAL,ST16000NM001G,90,0,0.0,39661.0,0.0,0.0,24.0,0.0,0.0
ZL2L8HAN,ST16000NM001G,90,0,0.0,39659.0,0.0,0.0,24.0,0.0,0.0
ZL2L8HAR,ST16000NM001G,90,0,0.0,19125.0,0.0,0.0,30.0,0.0,0.0
ZL2L8HAT,ST16000NM001G,90,0,0.0,17283.0,0.0,0.0,37.0,0.0,0.0
ZL2L8HAY,ST16000NM001G,90,0,0.0,19111.0,0.0,0.0,24.0,0.0,0.0
ZL2L8HAZ,ST16000NM001G,90,0,0.0,19107.0,0.0,0.0,21.0,0.0,0.0
ZL2L8HB4,ST16000NM001G,90,0,0.0,39579.0,0.0,0.0,25.0,0.0,0.0
ZL2L8HB6,ST16000NM001G,90,0,0.0,19059.0,0.0,0.0,31.0,0.0,0.0
